CUSTOMERNAME,SALES,PHONE,CITY,STATE,COUNTRY,POSTALCODE
"Saveley & Henriot, Co.             ",3142.4,78.32.5555       ,Lyon           ,               ,France         ,69004       
"Clover Collections, Co.            ",4713.6,+353 1862 1555   ,Dublin         ,               ,Ireland        ,2           
"Blauer See Auto, Co.               ",7016.3,+49 69 66 90 2555,Frankfurt      ,               ,Germany        ,60528       
Suominen Souveniers                ,4381.2,+358 9 8045 555  ,Espoo          ,               ,Finland        ,FIN-02271   
Diecast Classics Inc.              ,4283,2155551555       ,Allentown      ,PA             ,USA            ,70267       
Mini Gifts Distributors Ltd.       ,4364.8,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Amica Models & Co.                 ,4242.2,011-4988555      ,Torino         ,               ,Italy          ,10100       
"AV Stores, Co.                     ",4982.7,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Heintze Collectables               ,6393.5,86 21 3555       ,?rhus          ,               ,Denmark        ,8200        
Vitachrome Inc.                    ,1466.9,2125551500       ,NYC            ,NY             ,USA            ,10022       
"La Corne D'abondance, Co.          ",4059.3,(1) 42.34.2555   ,Paris          ,               ,France         ,75012       
"Corrida Auto Replicas, Ltd         ",4801.5,(91) 555 22 82   ,Madrid         ,               ,Spain          ,28023       
Euro+ Shopping Channel             ,2711.7,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Tokyo Collectables, Ltd            ",5862,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Mini Gifts Distributors Ltd.       ,4071.8,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Gift Depot Inc.                    ,8236.8,2035552570       ,Bridgewater    ,CT             ,USA            ,97562       
Cruz & Sons Co.                    ,6130.4,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Marseille Mini Autos               ,3693.3,91.24.4555       ,Marseille      ,               ,France         ,13008       
Mini Gifts Distributors Ltd.       ,6031.7,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Collectables For Less Inc.         ,3494.9,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
"Men 'R' US Retailers, Ltd.         ",5294.1,2155554369       ,Los Angeles    ,CA             ,USA            ,            
Mini Auto Werke                    ,5464.7,7675-3555        ,Graz           ,               ,Austria        ,8010        
Herkku Gifts                       ,2860.8,+47 2267 3215    ,Bergen         ,               ,Norway         ,N 5804      
"Toms Spezialit„ten, Ltd            ",5590,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
Euro+ Shopping Channel             ,2254.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Euro+ Shopping Channel             ,4946.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Vida Sport, Ltd                    ",2495.5,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
Danish Wholesale Imports           ,3167.4,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"UK Collectables, Ltd.              ",2402.8,(171) 555-2282   ,Liverpool      ,               ,UK             ,WX1 6LT     
L'ordine Souveniers                ,2454.5,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Online Mini Collectables           ,5464.7,6175557555       ,Brickhaven     ,MA             ,USA            ,58339       
"Vida Sport, Ltd                    ",4756.5,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
"Blauer See Auto, Co.               ",3984.6,+49 69 66 90 2555,Frankfurt      ,               ,Germany        ,60528       
"Toms Spezialit„ten, Ltd            ",3100.3,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
"Volvo Model Replicas, Co           ",4850.3,0921-12 3555     ,Lule†          ,               ,Sweden         ,S-958 22    
Land of Toys Inc.                  ,3847,2125557818       ,NYC            ,NY             ,USA            ,10022       
Salzburg Collectables              ,4220.9,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Suominen Souveniers                ,3288.8,+358 9 8045 555  ,Espoo          ,               ,Finland        ,FIN-02271   
Boards & Toys Co.                  ,3987.2,3105552373       ,Glendale       ,CA             ,USA            ,92561       
Scandinavian Gift Ideas            ,1809.5,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
Salzburg Collectables              ,1092.2,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Danish Wholesale Imports           ,4566.1,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"Dragon Souveniers, Ltd.            ",5938.1,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
Muscle Machine Inc                 ,8138.8,2125557413       ,NYC            ,NY             ,USA            ,10022       
Mini Gifts Distributors Ltd.       ,9470.9,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,7036.9,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Dragon Souveniers, Ltd.            ",5559,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
L'ordine Souveniers                ,7872.5,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Mini Creations Ltd.                ,7886.2,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Super Scale Inc.                   ,7232.2,2035559545       ,New Haven      ,CT             ,USA            ,97823       
"Saveley & Henriot, Co.             ",3114.4,78.32.5555       ,Lyon           ,               ,France         ,69004       
"Clover Collections, Co.            ",5045.2,+353 1862 1555   ,Dublin         ,               ,Ireland        ,2           
CAF Imports                        ,6952.1,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Suominen Souveniers                ,4157.7,+358 9 8045 555  ,Espoo          ,               ,Finland        ,FIN-02271   
Diecast Classics Inc.              ,7962.2,2155551555       ,Allentown      ,PA             ,USA            ,70267       
Mini Gifts Distributors Ltd.       ,3778.8,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Amica Models & Co.                 ,8253,011-4988555      ,Torino         ,               ,Italy          ,10100       
"AV Stores, Co.                     ",3633.4,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Heintze Collectables               ,6913.8,86 21 3555       ,?rhus          ,               ,Denmark        ,8200        
Baane Mini Imports                 ,2583.6,07-98 9555       ,Stavern        ,               ,Norway         ,4110        
"La Corne D'abondance, Co.          ",3105.6,(1) 42.34.2555   ,Paris          ,               ,France         ,75012       
Muscle Machine Inc                 ,4408.6,2125557413       ,NYC            ,NY             ,USA            ,10022       
Reims Collectables                 ,3042.4,26.47.1555       ,Reims          ,               ,France         ,51100       
"Tokyo Collectables, Ltd            ",5941.5,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Mini Gifts Distributors Ltd.       ,3241.9,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Mini Gifts Distributors Ltd.       ,6109.3,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Gift Depot Inc.                    ,3387.8,2035552570       ,Bridgewater    ,CT             ,USA            ,97562       
Cruz & Sons Co.                    ,3485.8,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Marseille Mini Autos               ,2042.9,91.24.4555       ,Marseille      ,               ,France         ,13008       
Mini Gifts Distributors Ltd.       ,1800.2,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Collectables For Less Inc.         ,1340.6,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
Corporate Gift Ideas Co.           ,1762.1,6505551386       ,San Francisco  ,CA             ,USA            ,            
"Anna's Decorations, Ltd            ",2298.2,02 9936 8555     ,North Sydney   ,NSW            ,Australia      ,2060        
Herkku Gifts                       ,1628,+47 2267 3215    ,Bergen         ,               ,Norway         ,N 5804      
"Toms Spezialit„ten, Ltd            ",1939.2,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
Euro+ Shopping Channel             ,3651.6,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Auto Canal+ Petit                  ,2592,(1) 47.55.6555   ,Paris          ,               ,France         ,75016       
"Vida Sport, Ltd                    ",2864.2,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
Danish Wholesale Imports           ,1484.2,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"UK Collectables, Ltd.              ",2254.2,(171) 555-2282   ,Liverpool      ,               ,UK             ,WX1 6LT     
L'ordine Souveniers                ,2681.3,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Online Mini Collectables           ,3184,6175557555       ,Brickhaven     ,MA             ,USA            ,58339       
"Vida Sport, Ltd                    ",2846.6,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
"Blauer See Auto, Co.               ",1685.4,+49 69 66 90 2555,Frankfurt      ,               ,Germany        ,60528       
"Toms Spezialit„ten, Ltd            ",3988.6,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
"Volvo Model Replicas, Co           ",2790,0921-12 3555     ,Lule†          ,               ,Sweden         ,S-958 22    
Land of Toys Inc.                  ,3607.6,2125557818       ,NYC            ,NY             ,USA            ,10022       
Salzburg Collectables              ,3368.2,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Suominen Souveniers                ,2775.1,+358 9 8045 555  ,Espoo          ,               ,Finland        ,FIN-02271   
"Toys of Finland, Co.               ",1627.9,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Scandinavian Gift Ideas            ,2529.4,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
Salzburg Collectables              ,3065.8,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
