Keyword,Mentions,Mention Date,Zipcode,State,IP Address,,,
santa,1984,3/17/13,94705,California,200.60.236.12,,,
situation,1184,3/17/13,95194,California,235.82.88.15,,,
asleep,1056,3/18/13,33954,Florida,238.232.77.72,,,
friends,1920,3/18/13,35205,Alabama,150.174.29.207,,,
glue,840,3/18/13,77080,Texas,202.222.173.244,,,
saved,1768,3/20/13,22212,Virginia,17.72.151.131,,,
basket,1792,3/21/13,49505,Michigan,254.78.192.241,,,
basket,1936,3/21/13,12242,New York,16.143.234.50,,,
basket,1928,3/21/13,99790,Alaska,24.83.218.110,,,
basket,3400,3/21/13,99522,Alaska,193.127.179.72,,,
bunny,2304,3/21/13,46216,Indiana,78.243.96.52,,,
chocolate,2312,3/21/13,33330,Florida,134.248.150.242,,,
easter,2304,3/21/13,11225,New York,18.6.239.24,,,
easter,3472,3/21/13,90030,California,139.24.198.105,,,
easter,1864,3/21/13,94177,California,219.20.238.9,,,
establishment,680,3/21/13,71105,Louisiana,116.191.54.75,,,
hershey,3512,3/21/13,73142,Oklahoma,254.158.186.228,,,
hershey,1848,3/21/13,64054,Missouri,219.81.88.140,,,
hugs,3248,3/21/13,70815,Louisiana,14.219.86.236,,,
hugs,2920,3/21/13,62205,Illinois,145.200.0.64,,,
kiss,2392,3/21/13,33673,Florida,118.23.242.231,,,
kiss,3232,3/21/13,93740,California,120.110.235.52,,,
kiss,2536,3/21/13,18706,Pennsylvania,59.40.253.253,,,
kiss,3104,3/21/13,15250,Pennsylvania,50.240.235.26,,,
kisses,3088,3/21/13,89087,Nevada,22.33.16.127,,,
kisses,2304,3/21/13,30343,Georgia,237.2.83.149,,,
morning,2336,3/21/13,77305,Texas,250.182.127.36,,,
morning,1808,3/21/13,23213,Virginia,219.231.105.207,,,
morning,2136,3/21/13,39404,Mississippi,38.246.81.136,,,
morning,3336,3/21/13,99709,Alaska,116.191.224.127,,,
wedding,368,3/21/13,28314,North Carolina,27.173.129.183,,,
basket,2056,3/22/13,40233,Kentucky,223.105.75.206,,,
bunny,3592,3/22/13,93005,California,234.34.60.190,,,
bunny,2840,3/22/13,34238,Florida,195.50.10.7,,,
bunny,1920,3/22/13,22070,Virginia,222.39.88.52,,,
bunny,3440,3/22/13,94286,California,170.100.24.178,,,
cheers,632,3/22/13,92725,California,87.144.251.167,,,
chocolate,1920,3/22/13,48224,Michigan,175.39.164.199,,,
easter,2760,3/22/13,33661,Florida,49.39.165.30,,,
hershey,3096,3/22/13,33310,Florida,137.135.68.50,,,
hershey,2656,3/22/13,94154,California,224.139.97.155,,,
hershey,3368,3/22/13,27626,North Carolina,18.118.198.204,,,
hershey,2920,3/22/13,25356,West Virginia,220.94.17.216,,,
hugs,3192,3/22/13,35242,Alabama,3.110.27.136,,,
kiss,2064,3/22/13,84189,Utah,251.5.212.26,,,
kiss,1728,3/22/13,55172,Minnesota,42.138.166.171,,,
kisses,2472,3/22/13,92191,California,178.60.159.128,,,
kisses,3328,3/22/13,40225,Kentucky,233.14.191.73,,,
kisses,3520,3/22/13,98405,Washington,232.130.189.25,,,
morning,1728,3/22/13,6183,Connecticut,194.110.96.165,,,
basket,3512,3/23/13,80161,Colorado,78.21.138.202,,,
basket,3144,3/23/13,23289,Virginia,125.162.142.202,,,
basket,2816,3/23/13,85725,Arizona,127.36.61.117,,,
basket,2592,3/23/13,23324,Virginia,90.142.156.4,,,
bunny,1736,3/23/13,83716,Idaho,219.177.48.14,,,
easter,3136,3/23/13,48267,Michigan,249.106.206.2,,,
hershey,1784,3/23/13,72209,Arkansas,225.84.228.177,,,
hershey,3104,3/23/13,51110,Iowa,173.48.46.153,,,
hershey,2280,3/23/13,20442,District of Columbia,141.74.195.152,,,
hugs,2448,3/23/13,46620,Indiana,170.239.37.98,,,
hugs,2328,3/23/13,95813,California,180.191.137.197,,,
kiss,3480,3/23/13,71161,Louisiana,156.196.8.1,,,
morning,2192,3/23/13,61614,Illinois,225.169.54.160,,,
small,552,3/23/13,6140,Connecticut,151.201.100.219,,,
basket,3432,3/24/13,32277,Florida,37.150.208.44,,,
basket,2600,3/24/13,15230,Pennsylvania,164.222.211.203,,,
basket,1824,3/24/13,35254,Alabama,40.238.46.235,,,
bunny,2944,3/24/13,85067,Arizona,92.83.99.1,,,
bunny,3000,3/24/13,71166,Louisiana,64.226.43.174,,,
chocolate,1712,3/24/13,33196,Florida,51.149.147.12,,,
chocolate,2920,3/24/13,46814,Indiana,244.177.45.191,,,
chocolate,1920,3/24/13,29905,South Carolina,122.255.86.60,,,
daddy,1576,3/24/13,47747,Indiana,70.11.222.107,,,
easter,1608,3/24/13,47905,Indiana,253.101.82.26,,,
easter,2704,3/24/13,46896,Indiana,238.122.144.81,,,
easter,3392,3/24/13,55805,Minnesota,188.197.95.196,,,
easter,2488,3/24/13,68524,Nebraska,82.186.231.84,,,
easter,3560,3/24/13,73135,Oklahoma,38.59.249.16,,,
hershey,2936,3/24/13,73114,Oklahoma,169.197.242.209,,,
hugs,3064,3/24/13,37228,Tennessee,110.131.48.11,,,
kiss,2640,3/24/13,60681,Illinois,250.246.70.43,,,
kiss,2072,3/24/13,46295,Indiana,27.152.174.244,,,
kiss,1808,3/24/13,32309,Florida,77.159.16.169,,,
morning,2608,3/24/13,8608,New Jersey,97.16.204.101,,,
roses,760,3/24/13,68524,Nebraska,135.10.172.244,,,
youre,1192,3/24/13,70805,Louisiana,165.130.38.53,,,
basket,1976,3/25/13,77060,Texas,75.249.153.246,,,
basket,3016,3/25/13,70165,Louisiana,66.84.204.0,,,
basket,2320,3/25/13,36670,Alabama,204.92.191.225,,,
bunny,3008,3/25/13,80262,Colorado,137.15.123.66,,,
bunny,2768,3/25/13,84145,Utah,181.142.1.10,,,
bunny,1720,3/25/13,79934,Texas,245.125.87.168,,,
bunny,3464,3/25/13,23612,Virginia,172.5.228.80,,,
bunny,3120,3/25/13,15210,Pennsylvania,93.174.220.222,,,
chocolate,3104,3/25/13,25356,West Virginia,110.206.15.49,,,
easter,3488,3/25/13,60657,Illinois,255.116.142.85,,,
easter,3016,3/25/13,11225,New York,163.11.79.181,,,
hershey,3072,3/25/13,25321,West Virginia,33.70.161.8,,,
hershey,1672,3/25/13,60604,Illinois,100.151.83.106,,,
hershey,2872,3/25/13,22309,Virginia,9.111.27.206,,,
hugs,2224,3/25/13,38104,Tennessee,102.235.121.206,,,
hugs,3080,3/25/13,33487,Florida,37.1.19.244,,,
hugs,3160,3/25/13,85710,Arizona,70.100.177.214,,,
kiss,3512,3/25/13,20062,District of Columbia,195.255.83.98,,,
kisses,2312,3/25/13,48217,Michigan,118.103.90.186,,,
kisses,3224,3/25/13,34114,Florida,163.12.179.234,,,
kisses,1616,3/25/13,34290,Florida,101.51.81.247,,,
redstate,944,3/25/13,46825,Indiana,98.141.201.176,,,
treat,1280,3/25/13,34210,Florida,171.89.17.118,,,
basket,1656,3/26/13,77255,Texas,229.229.12.240,,,
basket,3600,3/26/13,37220,Tennessee,54.249.129.20,,,
basket,3008,3/26/13,96820,Hawaii,201.167.175.245,,,
bunny,3104,3/26/13,78703,Texas,67.72.131.162,,,
bunny,1976,3/26/13,60681,Illinois,244.96.47.229,,,
challenge,1488,3/26/13,79769,Texas,213.34.13.241,,,
chocolate,1928,3/26/13,98664,Washington,16.34.61.185,,,
chocolate,3592,3/26/13,60646,Illinois,79.8.217.189,,,
chocolate,2512,3/26/13,22903,Virginia,208.120.114.42,,,
chocolate,1768,3/26/13,76134,Texas,111.231.8.64,,,
chocolate,2744,3/26/13,45243,Ohio,21.7.202.228,,,
custom,1488,3/26/13,33261,Florida,134.14.145.214,,,
date,888,3/26/13,76110,Texas,137.232.66.16,,,
easter,2064,3/26/13,40510,Kentucky,63.109.44.152,,,
easter,3232,3/26/13,76796,Texas,47.24.171.20,,,
easter,1840,3/26/13,98424,Washington,46.38.20.234,,,
giant,1952,3/26/13,29319,South Carolina,122.36.4.241,,,
hershey,2904,3/26/13,6510,Connecticut,151.49.204.237,,,
hershey,2776,3/26/13,77045,Texas,201.228.70.98,,,
hershey,2200,3/26/13,48258,Michigan,92.249.196.246,,,
hershey,2128,3/26/13,78225,Texas,250.155.222.197,,,
hershey,3512,3/26/13,80235,Colorado,202.161.230.2,,,
hugs,3064,3/26/13,88584,Texas,155.169.199.251,,,
kiss,3056,3/26/13,98506,Washington,144.170.122.1,,,
kiss,2616,3/26/13,74116,Oklahoma,115.41.253.207,,,
kiss1016,1856,3/26/13,23705,Virginia,79.225.169.55,,,
kisses,1624,3/26/13,74108,Oklahoma,227.238.126.235,,,
kisses,3064,3/26/13,71137,Louisiana,171.88.244.212,,,
kisses,1880,3/26/13,98140,Washington,41.84.148.229,,,
kisses,2008,3/26/13,25321,West Virginia,210.1.71.60,,,
mommy,584,3/26/13,34102,Florida,96.23.247.108,,,
morning,2288,3/26/13,3804,New Hampshire,197.239.191.96,,,
morning,1944,3/26/13,76105,Texas,124.203.73.227,,,
morning,3560,3/26/13,33737,Florida,30.75.235.49,,,
morning,3176,3/26/13,10469,New York,219.37.15.204,,,
roses,1696,3/26/13,3804,New Hampshire,39.112.55.159,,,
basket,2848,3/27/13,83732,Idaho,42.118.128.109,,,
basket,2920,3/27/13,32277,Florida,230.221.150.168,,,
bunny,1752,3/27/13,12210,New York,192.98.255.121,,,
bunny,1936,3/27/13,20575,District of Columbia,30.68.147.139,,,
bunny,2080,3/27/13,33345,Florida,98.133.248.130,,,
bunny,3112,3/27/13,85246,Arizona,97.166.26.114,,,
chocolate,2208,3/27/13,21203,Maryland,104.208.110.80,,,
chocolate,2360,3/27/13,84093,Utah,223.164.1.122,,,
conservative,1160,3/27/13,33069,Florida,0.41.231.200,,,
easter,2784,3/27/13,55166,Minnesota,43.122.160.255,,,
easter,1672,3/27/13,70187,Louisiana,241.165.85.52,,,
easter,3464,3/27/13,77386,Texas,225.255.226.137,,,
friends,280,3/27/13,94975,California,87.110.6.51,,,
hershey,2264,3/27/13,70154,Louisiana,109.83.222.20,,,
hershey,2832,3/27/13,70815,Louisiana,193.123.70.249,,,
hershey,2848,3/27/13,59771,Montana,122.115.247.189,,,
hugs,3184,3/27/13,33164,Florida,229.27.213.35,,,
kiss,3136,3/27/13,97405,Oregon,88.253.220.135,,,
kiss1016,832,3/27/13,33915,Florida,51.225.126.224,,,
kiss1016,256,3/27/13,97240,Oregon,35.144.87.129,,,
kisses,3104,3/27/13,80015,Colorado,51.240.113.56,,,
kisses,2696,3/27/13,92822,California,67.63.42.9,,,
kisses,1888,3/27/13,88535,Texas,46.199.212.171,,,
kisses,1728,3/27/13,10150,New York,244.144.75.30,,,
kissing,1896,3/27/13,98442,Washington,182.235.196.212,,,
morning,2624,3/27/13,65218,Missouri,61.45.4.48,,,
morning,2712,3/27/13,84135,Utah,171.234.218.127,,,
morning,3440,3/27/13,6825,Connecticut,142.158.195.58,,,
basket,1600,3/28/13,2142,Massachusetts,134.210.194.209,,,
bunny,2032,3/28/13,31416,Georgia,7.186.239.67,,,
chocolate,3496,3/28/13,10175,New York,66.49.33.96,,,
chocolate,1832,3/28/13,37250,Tennessee,110.35.248.18,,,
chocolate,3392,3/28/13,92505,California,154.247.163.150,,,
easter,1880,3/28/13,48217,Michigan,201.149.205.191,,,
easter,3168,3/28/13,46896,Indiana,110.50.32.156,,,
easter,2736,3/28/13,50305,Iowa,178.121.97.177,,,
friends,264,3/28/13,80995,Colorado,144.16.126.117,,,
hershey,1784,3/28/13,78235,Texas,168.127.59.160,,,
hershey,1744,3/28/13,79165,Texas,52.223.5.205,,,
hugs,3504,3/28/13,16107,Pennsylvania,10.110.251.238,,,
hugs,1744,3/28/13,80044,Colorado,219.181.146.93,,,
hugs,3232,3/28/13,37240,Tennessee,203.181.76.232,,,
hugs,2288,3/28/13,22405,Virginia,230.20.221.47,,,
hugs,3384,3/28/13,77493,Texas,54.225.127.239,,,
kiss,3224,3/28/13,20520,District of Columbia,4.56.122.18,,,
kiss,3448,3/28/13,11231,New York,133.185.239.28,,,
kisses,3392,3/28/13,28289,North Carolina,174.16.167.135,,,
morning,1648,3/28/13,44130,Ohio,37.10.64.229,,,
morning,2120,3/28/13,61709,Illinois,185.139.70.241,,,
morning,1728,3/28/13,89135,Nevada,52.80.195.90,,,
paper,1616,3/28/13,33436,Florida,35.157.188.79,,,
real,672,3/28/13,15240,Pennsylvania,173.250.69.49,,,
basket,1704,3/29/13,23293,Virginia,85.181.214.131,,,
bunny,3272,3/29/13,14683,New York,201.24.138.47,,,
cheers,1728,3/29/13,33111,Florida,159.164.72.254,,,
chocolate,2328,3/29/13,72222,Arkansas,79.214.141.78,,,
chocolate,2776,3/29/13,33972,Florida,35.22.165.246,,,
chocolate,2536,3/29/13,31106,Georgia,240.114.190.176,,,
easter,2032,3/29/13,27610,North Carolina,22.176.54.104,,,
easter,2744,3/29/13,45243,Ohio,35.211.20.169,,,
hershey,3192,3/29/13,60652,Illinois,70.35.67.229,,,
hugs,2088,3/29/13,22234,Virginia,15.47.13.210,,,
kiss,2424,3/29/13,20530,District of Columbia,215.48.152.201,,,
kiss,3008,3/29/13,33436,Florida,16.160.132.63,,,
kiss,3136,3/29/13,45254,Ohio,101.151.10.61,,,
kisses,2672,3/29/13,33686,Florida,221.200.229.103,,,
morning,3480,3/29/13,23237,Virginia,209.215.46.224,,,
morning,2088,3/29/13,32868,Florida,178.61.53.249,,,
morning,3440,3/29/13,77201,Texas,26.150.177.114,,,
morning,3048,3/29/13,76711,Texas,203.167.197.118,,,
reasons,1424,3/29/13,33448,Florida,176.112.161.239,,,
sweet,1232,3/29/13,83727,Idaho,26.203.72.238,,,
basket,3568,3/30/13,91131,California,7.204.40.197,,,
basket,2960,3/30/13,55572,Minnesota,97.140.177.193,,,
bunny,2432,3/30/13,11225,New York,198.147.192.4,,,
bunny,2704,3/30/13,95298,California,126.158.101.211,,,
chocolate,1608,3/30/13,36114,Alabama,220.11.235.130,,,
chocolate,2208,3/30/13,75799,Texas,26.52.246.89,,,
chocolate,3552,3/30/13,71137,Louisiana,63.175.109.78,,,
chocolate,2824,3/30/13,39505,Mississippi,253.107.8.247,,,
easter,2592,3/30/13,85255,Arizona,68.26.107.105,,,
falling,848,3/30/13,30368,Georgia,5.110.60.113,,,
hershey,2840,3/30/13,34135,Florida,49.165.43.34,,,
hershey,3280,3/30/13,77288,Texas,56.172.102.165,,,
homemade,1448,3/30/13,10454,New York,33.66.179.250,,,
hugs,3392,3/30/13,87140,New Mexico,184.236.95.94,,,
hugs,3496,3/30/13,66611,Kansas,168.75.150.189,,,
kiss,2784,3/30/13,2405,Massachusetts,197.132.246.41,,,
kisses,1720,3/30/13,23471,Virginia,111.212.75.227,,,
morning,3048,3/30/13,65218,Missouri,251.82.158.95,,,
town,1232,3/30/13,98206,Washington,241.177.213.213,,,
commercial,864,3/31/13,94169,California,209.38.204.185,,,
fine,1576,3/31/13,10170,New York,60.180.169.203,,,
holder,1304,3/31/13,12325,New York,226.5.95.152,,,
quickest,864,3/31/13,45264,Ohio,110.46.117.19,,,
redstate,736,3/31/13,11044,New York,226.166.45.234,,,
beginning,656,4/1/13,33906,Florida,216.86.136.108,,,
delicious,1296,4/1/13,65810,Missouri,235.82.19.22,,,
hershey,712,4/1/13,19610,Pennsylvania,58.35.155.38,,,
jewelry,1096,4/1/13,14604,New York,60.42.249.183,,,
thousand,776,4/1/13,41905,Kentucky,131.35.250.255,,,
creative,624,4/2/13,33175,Florida,207.248.180.165,,,
horowitz,1496,4/2/13,23514,Virginia,13.146.10.98,,,
machine,1080,4/2/13,89110,Nevada,158.217.158.51,,,
osmond,1464,4/2/13,43204,Ohio,154.97.70.173,,,
factory,1640,4/3/13,33680,Florida,5.114.77.98,,,
recipe,984,4/4/13,77288,Texas,175.238.79.31,,,
campaign,1216,4/5/13,91913,California,199.143.94.33,,,
giant,608,4/5/13,29905,South Carolina,23.99.101.241,,,
milk,1352,4/5/13,49018,Michigan,223.204.202.43,,,
trinket,976,4/5/13,91411,California,130.63.55.239,,,
candy,960,4/6/13,6120,Connecticut,220.139.147.209,,,
eatinglicking,1072,4/6/13,79710,Texas,2.112.40.134,,,
hugs,824,4/6/13,53210,Wisconsin,26.154.129.205,,,
kiss,1760,4/6/13,53210,Wisconsin,142.189.72.118,,,
laugh,1240,4/6/13,97240,Oregon,196.49.159.236,,,
basically,1120,4/7/13,92705,California,162.112.203.78,,,
hungry,1000,4/7/13,7544,New Jersey,213.196.52.159,,,
santa,608,4/7/13,85210,Arizona,53.31.129.136,,,
suggestions,1880,4/7/13,60697,Illinois,141.153.72.27,,,
trinket,760,4/7/13,20530,District of Columbia,56.92.17.85,,,
birthday,1544,4/8/13,76121,Texas,187.208.34.84,,,
face,1200,4/8/13,49018,Michigan,107.129.145.87,,,
finished,352,4/8/13,79905,Texas,94.166.131.227,,,
hold,1544,4/8/13,20918,Maryland,234.59.112.128,,,
store,848,4/8/13,22119,Virginia,164.115.253.215,,,
birthday,704,4/9/13,91125,California,118.242.56.195,,,
friends,1288,4/9/13,33283,Florida,102.43.231.192,,,
gifts,1088,4/9/13,23605,Virginia,38.90.204.112,,,
marie,1112,4/9/13,19610,Pennsylvania,88.27.251.90,,,
play,456,4/9/13,27116,North Carolina,202.67.254.137,,,
challenge,376,4/10/13,11225,New York,87.203.52.46,,,
peanut,1952,4/10/13,30245,Georgia,210.44.19.58,,,
personalized,1176,4/10/13,34290,Florida,227.145.69.182,,,
thousand,1536,4/10/13,61635,Illinois,169.223.78.222,,,
youre,1040,4/10/13,45807,Ohio,56.35.79.74,,,
birthday,872,4/11/13,78220,Texas,175.93.164.30,,,
finished,1776,4/11/13,98498,Washington,188.121.77.240,,,
homemade,488,4/11/13,20073,District of Columbia,234.175.88.195,,,
horowitz,800,4/11/13,76129,Texas,5.242.246.79,,,
picture,768,4/11/13,8922,New Jersey,0.158.34.240,,,
picture,624,4/11/13,46015,Indiana,72.223.76.83,,,
cake,1592,4/13/13,55146,Minnesota,38.240.151.131,,,
hack,1656,4/13/13,89550,Nevada,17.193.209.170,,,
love,264,4/13/13,55166,Minnesota,99.97.172.153,,,
draw,1200,4/14/13,19610,Pennsylvania,238.55.64.146,,,
holiday,432,4/14/13,15210,Pennsylvania,161.116.63.232,,,
redstate,1096,4/14/13,37939,Tennessee,90.255.150.124,,,
redstate,1576,4/14/13,79977,Texas,149.118.179.169,,,
falling,1184,4/15/13,82007,Wyoming,126.111.123.98,,,
feeling,1144,4/15/13,38114,Tennessee,89.157.203.25,,,
gifts,760,4/15/13,10039,New York,35.253.146.112,,,
play,992,4/15/13,19191,Pennsylvania,4.197.2.174,,,
easy,1480,4/16/13,97229,Oregon,44.186.77.174,,,
quickest,1280,4/16/13,77050,Texas,159.77.190.247,,,
wedding,240,4/16/13,87105,New Mexico,125.124.206.79,,,
great,1640,4/17/13,44329,Ohio,155.58.143.100,,,
people,528,4/17/13,98148,Washington,240.243.89.188,,,
studios,1400,4/17/13,89074,Nevada,220.77.231.164,,,
fine,384,4/18/13,75799,Texas,93.57.171.5,,,
folds,592,4/18/13,76129,Texas,101.238.230.153,,,
quickest,200,4/18/13,75221,Texas,35.17.2.127,,,
making,760,4/19/13,80299,Colorado,72.49.252.164,,,
obamnesty,208,4/19/13,19886,Delaware,136.232.15.125,,,
politicbot,208,4/19/13,32209,Florida,222.186.61.196,,,
relaxing,1768,4/19/13,20299,District of Columbia,129.211.42.181,,,
tiny,1512,4/19/13,60619,Illinois,40.153.243.132,,,
daddy,1280,4/20/13,8638,New Jersey,196.48.249.0,,,
lavender,1552,4/20/13,64130,Missouri,206.240.175.79,,,
recipe,672,4/20/13,38119,Tennessee,78.81.51.33,,,
game,880,4/21/13,94250,California,133.153.235.67,,,
gifts,1472,4/21/13,28220,North Carolina,228.50.248.94,,,
ideas,1544,4/21/13,30351,Georgia,154.140.69.250,,,
series,688,4/21/13,90405,California,65.56.128.120,,,
suggestions,1960,4/21/13,60609,Illinois,52.242.89.25,,,
thought,1720,4/21/13,64114,Missouri,7.151.140.51,,,
cheers,1872,4/22/13,64160,Missouri,116.209.212.243,,,
holiday,1336,4/22/13,15286,Pennsylvania,175.227.80.206,,,
list,1928,4/22/13,59105,Montana,28.181.34.28,,,
prank,320,4/22/13,78703,Texas,214.255.173.165,,,
soda,704,4/22/13,49518,Michigan,23.168.170.107,,,
draw,1984,4/23/13,93721,California,145.203.13.87,,,
eatinglicking,1416,4/23/13,20036,District of Columbia,188.133.226.29,,,
feet,1360,4/23/13,85705,Arizona,19.236.8.13,,,
presents,1736,4/23/13,19714,Delaware,23.57.232.198,,,
cheers,1632,4/24/13,49006,Michigan,119.136.208.168,,,
delicious,872,4/24/13,94245,California,126.131.171.90,,,
diamond,480,4/24/13,94913,California,198.50.45.211,,,
drop,488,4/24/13,34605,Florida,117.186.59.4,,,
quotes,1312,4/24/13,33758,Florida,110.186.67.41,,,
thousand,1944,4/24/13,45414,Ohio,156.244.77.207,,,
easy,1896,4/25/13,38168,Tennessee,170.140.88.197,,,
easy,1904,4/25/13,20409,District of Columbia,66.128.253.18,,,
marie,424,4/25/13,80945,Colorado,250.221.37.16,,,
store,528,4/25/13,98133,Washington,183.196.254.242,,,
town,1128,4/25/13,65110,Missouri,103.138.82.192,,,
crush,1400,4/26/13,10014,New York,179.40.1.98,,,
forget,312,4/26/13,20319,District of Columbia,152.198.112.140,,,
great,512,4/26/13,94302,California,220.181.221.79,,,
healthy,1320,4/26/13,52804,Iowa,24.224.174.51,,,
machine,1064,4/26/13,51110,Iowa,128.20.211.250,,,
recipe,1272,4/26/13,35263,Alabama,233.87.114.179,,,
videos,328,4/26/13,20575,District of Columbia,108.78.43.65,,,
feet,1120,4/27/13,22244,Virginia,28.2.147.251,,,
peanut,1512,4/27/13,76096,Texas,214.230.243.246,,,
literally,1408,4/28/13,48912,Michigan,120.107.23.57,,,
tutorial,1544,4/28/13,98127,Washington,83.88.112.55,,,
hugs,1072,4/29/13,8922,New Jersey,245.106.93.143,,,
kisses,1040,4/29/13,63116,Missouri,28.78.164.59,,,
paper,1744,4/29/13,40581,Kentucky,245.37.131.13,,,
stories,1336,4/29/13,19093,Pennsylvania,153.180.208.157,,,
challenge,592,4/30/13,20436,District of Columbia,105.183.201.188,,,
crochet,1064,4/30/13,46278,Indiana,64.60.10.144,,,
friends,1272,4/30/13,66112,Kansas,188.245.148.107,,,
peanut,640,4/30/13,77070,Texas,84.163.165.119,,,
sleep,1768,4/30/13,66210,Kansas,137.164.152.180,,,
crying,1928,5/1/13,2912,Rhode Island,56.228.183.4,,,
gifts,472,5/1/13,60686,Illinois,223.109.17.119,,,
healthy,1424,5/1/13,40505,Kentucky,5.112.64.201,,,
sick,416,5/1/13,20784,Maryland,62.27.9.129,,,
comments,800,5/2/13,11215,New York,124.72.226.209,,,
favors,816,5/2/13,33336,Florida,52.111.7.138,,,
relaxing,400,5/2/13,74103,Oklahoma,148.180.196.172,,,
sleep,1752,5/2/13,70179,Louisiana,84.135.39.141,,,
yall,832,5/2/13,27717,North Carolina,34.97.154.242,,,
creative,1960,5/3/13,35225,Alabama,52.180.70.116,,,
project,1280,5/3/13,48275,Michigan,186.68.9.128,,,
project,1584,5/3/13,55127,Minnesota,251.29.74.12,,,
unwrapping,1304,5/3/13,70033,Louisiana,170.120.202.68,,,
write,912,5/3/13,98411,Washington,193.180.136.104,,,
establishment,1128,5/4/13,61709,Illinois,199.233.244.180,,,
making,1184,5/4/13,59623,Montana,189.176.30.153,,,
comments,232,5/5/13,30245,Georgia,54.35.229.109,,,
easy,280,5/5/13,2208,Massachusetts,168.139.140.194,,,
obamnesty,1712,5/5/13,40576,Kentucky,66.71.101.223,,,
recipe,1928,5/5/13,33345,Florida,59.53.34.140,,,
treat,280,5/5/13,90847,California,68.167.88.151,,,
white,520,5/5/13,63143,Missouri,204.64.100.193,,,
crochet,1672,5/6/13,84105,Utah,78.125.10.33,,,
crying,640,5/6/13,11447,New York,110.63.27.160,,,
fireworks,1472,5/6/13,20268,District of Columbia,204.11.68.50,,,
situation,1656,5/6/13,10024,New York,17.97.68.62,,,
youre,872,5/6/13,27105,North Carolina,37.247.167.128,,,
creative,584,5/7/13,23272,Virginia,124.6.91.212,,,
friends,704,5/7/13,76011,Texas,230.83.32.244,,,
hope,1112,5/7/13,12262,New York,69.206.47.228,,,
osmond,1296,5/7/13,15286,Pennsylvania,83.249.164.203,,,
osmond,1584,5/7/13,20073,District of Columbia,13.237.239.24,,,
cookies,1376,5/8/13,47712,Indiana,90.22.30.91,,,
cute,1752,5/8/13,79182,Texas,170.148.114.208,,,
cute,768,5/8/13,60663,Illinois,23.186.134.225,,,
future,480,5/8/13,40293,Kentucky,103.230.75.72,,,
making,1208,5/8/13,43226,Ohio,161.91.196.172,,,
stickers,528,5/8/13,10633,New York,232.172.211.131,,,
studios,1656,5/8/13,85025,Arizona,74.178.255.47,,,
town,384,5/9/13,88569,Texas,43.87.140.67,,,
idea,872,5/10/13,88589,Texas,87.51.50.92,,,
videos,1944,5/10/13,12262,New York,186.247.4.143,,,
conservative,208,5/11/13,33742,Florida,161.36.56.191,,,
knew,488,5/11/13,55407,Minnesota,221.154.149.248,,,
play,664,5/11/13,21705,Maryland,63.94.89.195,,,
record,928,5/12/13,77281,Texas,18.124.147.233,,,
